filename,width,height,class,xmin,ymin,xmax,ymax
output1179.png,1024,1024,nodule,615,370,652,408
output1179.png,1024,1024,nodule,835,574,884,613
output1184.png,1024,1024,nodule,364,388,394,409
output1184.png,1024,1024,nodule,319,456,363,488
output1184.png,1024,1024,nodule,312,534,348,568
output1184.png,1024,1024,nodule,572,357,631,405
output1191.png,1024,1024,nodule,403,359,427,386
output1191.png,1024,1024,nodule,364,395,397,465
output1191.png,1024,1024,nodule,362,499,406,545
output1193.png,1024,1024,nodule,400,394,430,417
output1193.png,1024,1024,nodule,376,456,415,484
output1197.png,1024,1024,nodule,276,457,351,524
output1197.png,1024,1024,nodule,338,402,387,454
output1199.png,1024,1024,nodule,345,451,407,496
output1201.png,1024,1024,nodule,311,442,363,503
output1201.png,1024,1024,nodule,586,364,652,395
output1201.png,1024,1024,nodule,619,421,652,454
output1201.png,1024,1024,nodule,628,487,687,596
output1201.png,1024,1024,nodule,826,628,893,678
output1223.png,1024,1024,nodule,723,265,793,316
output1239.png,1024,1024,nodule,362,434,477,508
output1239.png,1024,1024,nodule,705,368,723,402
output1240.png,1024,1024,nodule,343,425,419,551
output1240.png,1024,1024,nodule,646,405,695,459
output1248.png,1024,1024,nodule,614,426,669,486
output1248.png,1024,1024,nodule,409,373,445,407
output1248.png,1024,1024,nodule,383,433,437,521
output1248.png,1024,1024,nodule,356,525,429,563
output1248.png,1024,1024,nodule,327,575,400,708
output1256.png,1024,1024,nodule,632,443,667,484
output1256.png,1024,1024,nodule,606,399,627,420
output1256.png,1024,1024,nodule,382,478,445,536
output1256.png,1024,1024,nodule,352,550,447,627
output1256.png,1024,1024,nodule,363,640,452,677
output1257.png,1024,1024,nodule,625,426,668,468
output1257.png,1024,1024,nodule,388,450,449,535
output1257.png,1024,1024,nodule,376,542,452,703
output1259.png,1024,1024,nodule,386,395,458,536
output1259.png,1024,1024,nodule,376,606,407,634
output1262.png,1024,1024,nodule,335,447,389,474
output1262.png,1024,1024,nodule,322,608,359,632
output1263.png,1024,1024,nodule,378,443,441,503
output1263.png,1024,1024,nodule,293,547,368,571
output1263.png,1024,1024,nodule,629,399,663,425
output1263.png,1024,1024,nodule,642,456,693,489
output1266.png,1024,1024,nodule,348,339,421,393
output1266.png,1024,1024,nodule,342,456,380,496
output1266.png,1024,1024,nodule,631,434,697,480
output1269.png,1024,1024,nodule,330,528,404,639
output1269.png,1024,1024,nodule,356,451,397,485
output1269.png,1024,1024,nodule,640,510,675,580
output1269.png,1024,1024,nodule,329,664,371,689
output1269.png,1024,1024,nodule,812,671,860,715
output1270.png,1024,1024,nodule,348,458,407,578
output1270.png,1024,1024,nodule,308,591,373,636
output1270.png,1024,1024,nodule,322,639,403,712
output1270.png,1024,1024,nodule,666,473,708,495
output1270.png,1024,1024,nodule,700,517,749,554
output1271.png,1024,1024,nodule,313,429,400,576
output1271.png,1024,1024,nodule,300,611,375,666
output1271.png,1024,1024,nodule,309,695,367,742
output1271.png,1024,1024,nodule,597,459,625,499
output1271.png,1024,1024,nodule,618,521,649,566
output1271.png,1024,1024,nodule,709,691,755,721
output1272.png,1024,1024,nodule,314,463,399,595
output1272.png,1024,1024,nodule,279,624,378,677
output1274.png,1024,1024,nodule,345,578,421,705
output1274.png,1024,1024,nodule,349,295,410,327
output1274.png,1024,1024,nodule,644,483,667,514
output1276.png,1024,1024,nodule,422,449,453,491
output1277.png,1024,1024,nodule,325,463,375,515
output1277.png,1024,1024,nodule,302,580,341,606
output1283.png,1024,1024,nodule,359,433,402,476
output1283.png,1024,1024,nodule,357,600,397,628
output1320.png,1024,1024,nodule,648,427,681,475
output1320.png,1024,1024,nodule,395,306,428,322
output1325.png,1024,1024,nodule,412,253,445,300
output1325.png,1024,1024,nodule,353,480,415,526
output1325.png,1024,1024,nodule,638,503,677,537
output1327.png,1024,1024,nodule,401,480,440,524
output1327.png,1024,1024,nodule,441,268,479,298
output1330.png,1024,1024,nodule,346,432,408,507
output1330.png,1024,1024,nodule,599,388,619,414
output1331.png,1024,1024,nodule,352,411,408,466
output1331.png,1024,1024,nodule,296,475,393,543
output1331.png,1024,1024,nodule,308,547,341,566
output1331.png,1024,1024,nodule,337,584,372,619
output1331.png,1024,1024,nodule,603,398,637,440
output1331.png,1024,1024,nodule,764,646,814,683
output1335.png,1024,1024,nodule,381,449,419,490
output1335.png,1024,1024,nodule,344,557,392,597
output1335.png,1024,1024,nodule,631,451,681,499
output1342.png,1024,1024,nodule,367,516,445,557
output1342.png,1024,1024,nodule,356,641,412,673
output1342.png,1024,1024,nodule,655,443,699,474
output1345.png,1024,1024,nodule,319,366,393,430
output1345.png,1024,1024,nodule,289,434,388,490
output1348.png,1024,1024,nodule,318,466,392,507
output1348.png,1024,1024,nodule,584,397,653,459
output1348.png,1024,1024,nodule,320,553,384,582
output1348.png,1024,1024,nodule,141,638,202,666
output1348.png,1024,1024,nodule,316,647,366,680
output1348.png,1024,1024,nodule,150,537,213,589
output1348.png,1024,1024,nodule,775,563,832,606
output1350.png,1024,1024,nodule,626,415,711,460
output1350.png,1024,1024,nodule,645,479,692,509
output1350.png,1024,1024,nodule,355,529,433,578
output1350.png,1024,1024,nodule,401,470,450,522
output1352.png,1024,1024,nodule,394,443,460,534
output1352.png,1024,1024,nodule,645,409,685,447
output1353.png,1024,1024,nodule,345,376,397,441
output1353.png,1024,1024,nodule,332,449,377,475
output1353.png,1024,1024,nodule,355,481,396,509
output1353.png,1024,1024,nodule,632,373,708,416
output1354.png,1024,1024,nodule,350,406,396,471
output1354.png,1024,1024,nodule,306,476,377,504
output1354.png,1024,1024,nodule,353,517,400,539
output1354.png,1024,1024,nodule,352,560,401,597
output1354.png,1024,1024,nodule,621,347,663,386
output1354.png,1024,1024,nodule,626,403,704,442
output1365.png,1024,1024,nodule,408,462,456,506
output1365.png,1024,1024,nodule,366,550,415,577
output1365.png,1024,1024,nodule,678,417,715,441
output1400.png,1024,1024,nodule,378,509,410,543
output1400.png,1024,1024,nodule,378,554,415,594
output1400.png,1024,1024,nodule,368,632,401,654
output1402.png,1024,1024,nodule,470,414,487,441
output1402.png,1024,1024,nodule,416,497,463,547
output1402.png,1024,1024,nodule,363,558,395,591
output1402.png,1024,1024,nodule,643,347,666,363
output1410.png,1024,1024,nodule,402,416,455,461
output1410.png,1024,1024,nodule,420,362,452,384
output1410.png,1024,1024,nodule,389,477,444,521
output1410.png,1024,1024,nodule,360,584,391,603
output1410.png,1024,1024,nodule,612,437,631,455
output1410.png,1024,1024,nodule,696,630,734,650
output1411.png,1024,1024,nodule,451,358,489,391
output1411.png,1024,1024,nodule,412,430,474,466
output1411.png,1024,1024,nodule,389,521,433,585
output1411.png,1024,1024,nodule,631,360,662,414
output1412.png,1024,1024,nodule,342,504,411,551
output1412.png,1024,1024,nodule,313,585,389,621
output1412.png,1024,1024,nodule,289,706,347,738
output1413.png,1024,1024,nodule,420,454,484,499
output1413.png,1024,1024,nodule,419,551,462,588
output1413.png,1024,1024,nodule,405,616,436,641
output1413.png,1024,1024,nodule,376,672,426,742
output1413.png,1024,1024,nodule,314,693,364,754
output1424.png,1024,1024,nodule,652,400,683,451
output1424.png,1024,1024,nodule,403,449,429,480
output1425.png,1024,1024,nodule,279,452,370,516
output1425.png,1024,1024,nodule,615,413,651,438
output1427.png,1024,1024,nodule,633,408,669,428
output1427.png,1024,1024,nodule,333,452,412,535
output1428.png,1024,1024,nodule,354,424,426,543
output1429.png,1024,1024,nodule,331,356,382,428
output1429.png,1024,1024,nodule,310,436,382,477
output1429.png,1024,1024,nodule,291,499,343,580
output1429.png,1024,1024,nodule,576,338,639,459
output1432.png,1024,1024,nodule,319,391,406,435
output1432.png,1024,1024,nodule,316,466,367,505
output1432.png,1024,1024,nodule,598,396,653,438
output1442.png,1024,1024,nodule,323,343,398,448
output1442.png,1024,1024,nodule,315,575,384,609
output1442.png,1024,1024,nodule,614,354,653,382
output1443.png,1024,1024,nodule,366,387,460,503
output1443.png,1024,1024,nodule,656,321,712,421
output1443.png,1024,1024,nodule,617,213,641,236
output1445.png,1024,1024,nodule,420,511,457,563
output1445.png,1024,1024,nodule,681,435,714,465
output1446.png,1024,1024,nodule,377,475,450,535
output1446.png,1024,1024,nodule,400,591,443,630
output1482.png,1024,1024,nodule,345,472,419,525
output1482.png,1024,1024,nodule,615,387,657,444
output1498.png,1024,1024,nodule,375,291,464,483
output1498.png,1024,1024,nodule,636,293,678,395
output15.png,1024,1024,nodule,358,436,397,472
output15.png,1024,1024,nodule,378,388,407,408
output15.png,1024,1024,nodule,605,399,626,414
output1505.png,1024,1024,nodule,333,367,396,446
output1506.png,1024,1024,nodule,365,311,398,341
output1506.png,1024,1024,nodule,352,521,399,549
output1506.png,1024,1024,nodule,614,335,653,366
output1507.png,1024,1024,nodule,396,455,456,486
output1507.png,1024,1024,nodule,403,377,457,418
output1507.png,1024,1024,nodule,659,379,703,414
output1508.png,1024,1024,nodule,418,506,466,543
output1508.png,1024,1024,nodule,387,542,439,640
output1508.png,1024,1024,nodule,271,601,363,646
output1509.png,1024,1024,nodule,318,417,412,492
output1509.png,1024,1024,nodule,379,313,423,339
output1509.png,1024,1024,nodule,616,332,693,402
output1509.png,1024,1024,nodule,315,543,352,575
output1509.png,1024,1024,nodule,254,577,288,600
output1509.png,1024,1024,nodule,196,583,224,598
output1510.png,1024,1024,nodule,389,454,433,503
output1511.png,1024,1024,nodule,322,440,426,554
output1513.png,1024,1024,nodule,319,438,441,645
output1513.png,1024,1024,nodule,612,404,708,551
output1513.png,1024,1024,nodule,332,667,403,720
output1513.png,1024,1024,nodule,746,609,775,711
output1515.png,1024,1024,nodule,282,523,338,610
output1515.png,1024,1024,nodule,343,457,373,512
output1515.png,1024,1024,nodule,577,385,634,477
output1516.png,1024,1024,nodule,302,479,382,602
output1516.png,1024,1024,nodule,582,418,648,485
output1518.png,1024,1024,nodule,637,479,682,553
output1518.png,1024,1024,nodule,612,407,645,484
output1518.png,1024,1024,nodule,302,544,416,636
output1518.png,1024,1024,nodule,318,670,369,694
output1518.png,1024,1024,nodule,318,464,415,525
output1521.png,1024,1024,nodule,351,458,423,608
output1521.png,1024,1024,nodule,652,416,684,458
output1526.png,1024,1024,nodule,439,417,469,450
output1526.png,1024,1024,nodule,409,509,445,538
output1526.png,1024,1024,nodule,643,423,696,471
output1526.png,1024,1024,nodule,660,499,699,560
output1526.png,1024,1024,nodule,632,402,647,419
output1529.png,1024,1024,nodule,255,377,382,566
output1529.png,1024,1024,nodule,386,427,420,464
output1529.png,1024,1024,nodule,624,341,657,382
output1550.png,1024,1024,nodule,360,547,410,595
output1550.png,1024,1024,nodule,212,672,245,696
output1553.png,1024,1024,nodule,360,524,419,577
output1554.png,1024,1024,nodule,344,527,415,660
output1554.png,1024,1024,nodule,272,656,319,695
output1554.png,1024,1024,nodule,662,537,683,588
output1554.png,1024,1024,nodule,696,558,744,629
output1558.png,1024,1024,nodule,380,465,429,521
output1558.png,1024,1024,nodule,344,569,382,606
output1558.png,1024,1024,nodule,618,391,663,464
output1563.png,1024,1024,nodule,369,483,389,517
output1563.png,1024,1024,nodule,359,533,400,554
output1563.png,1024,1024,nodule,254,591,308,649
output1563.png,1024,1024,nodule,323,598,366,666
output1563.png,1024,1024,nodule,371,562,419,655
output1578.png,1024,1024,nodule,345,443,408,493
output1578.png,1024,1024,nodule,308,531,379,639
output1578.png,1024,1024,nodule,652,380,680,425
output1578.png,1024,1024,nodule,647,432,712,506
output1578.png,1024,1024,nodule,668,542,762,581
output1579.png,1024,1024,nodule,282,496,382,548
output1579.png,1024,1024,nodule,316,574,359,617
output1579.png,1024,1024,nodule,230,621,295,656
output1579.png,1024,1024,nodule,563,450,612,503
output1579.png,1024,1024,nodule,585,503,663,529
output1579.png,1024,1024,nodule,611,528,647,577
output1584.png,1024,1024,nodule,326,438,389,518
output1584.png,1024,1024,nodule,308,535,357,612
output1584.png,1024,1024,nodule,593,460,639,494
output1584.png,1024,1024,nodule,582,417,618,443
output1584.png,1024,1024,nodule,570,373,614,415
output1584.png,1024,1024,nodule,349,376,405,436
output1591.png,1024,1024,nodule,358,380,434,413
output1591.png,1024,1024,nodule,327,476,443,540
output1593.png,1024,1024,nodule,409,389,469,442
output1593.png,1024,1024,nodule,452,562,491,591
output1594.png,1024,1024,nodule,422,337,478,377
output1594.png,1024,1024,nodule,455,454,489,498
output1594.png,1024,1024,nodule,389,466,412,485
output1594.png,1024,1024,nodule,875,573,900,593
output1599.png,1024,1024,nodule,433,404,475,428
output1599.png,1024,1024,nodule,668,374,684,389
output1601.png,1024,1024,nodule,353,409,411,467
output1601.png,1024,1024,nodule,345,480,365,503
output1601.png,1024,1024,nodule,599,422,638,456
output161.png,1024,1024,nodule,641,392,664,433
output1618.png,1024,1024,nodule,350,465,397,519
output1618.png,1024,1024,nodule,337,574,379,598
output1618.png,1024,1024,nodule,183,611,265,648
output1618.png,1024,1024,nodule,347,643,384,669
output1618.png,1024,1024,nodule,394,592,429,633
output1618.png,1024,1024,nodule,381,673,433,706
output1618.png,1024,1024,nodule,368,380,450,441
output1618.png,1024,1024,nodule,402,507,424,551
output1618.png,1024,1024,nodule,619,371,686,425
output162.png,1024,1024,nodule,226,647,260,678
output162.png,1024,1024,nodule,648,500,667,520
output1625.png,1024,1024,nodule,619,364,689,400
output1625.png,1024,1024,nodule,352,387,382,409
output1625.png,1024,1024,nodule,741,717,776,760
output1652.png,1024,1024,nodule,626,449,656,480
output1662.png,1024,1024,nodule,301,525,339,554
output1665.png,1024,1024,nodule,282,454,336,506
output1671.png,1024,1024,nodule,367,416,421,484
output1671.png,1024,1024,nodule,620,357,665,395
output1672.png,1024,1024,nodule,381,454,431,497
output1672.png,1024,1024,nodule,645,394,671,422
output1674.png,1024,1024,nodule,335,437,414,521
output1674.png,1024,1024,nodule,786,459,858,501
output1676.png,1024,1024,nodule,355,484,404,529
output1676.png,1024,1024,nodule,368,440,398,463
output1676.png,1024,1024,nodule,623,406,655,441
output1680.png,1024,1024,nodule,348,444,415,548
output1680.png,1024,1024,nodule,648,388,668,406
output1682.png,1024,1024,nodule,412,402,471,461
output1682.png,1024,1024,nodule,397,540,420,573
output1682.png,1024,1024,nodule,653,426,672,451
output1685.png,1024,1024,nodule,343,569,396,631
output1685.png,1024,1024,nodule,354,504,417,562
output1685.png,1024,1024,nodule,630,497,667,554
output1693.png,1024,1024,nodule,377,462,404,497
output1693.png,1024,1024,nodule,334,554,354,586
output17.png,1024,1024,nodule,383,407,449,448
output17.png,1024,1024,nodule,799,616,826,651
output17.png,1024,1024,nodule,365,524,381,538
output17.png,1024,1024,nodule,375,603,398,620
output17.png,1024,1024,nodule,815,662,856,684
output1707.png,1024,1024,nodule,318,395,368,431
output1709.png,1024,1024,nodule,316,444,361,505
output1709.png,1024,1024,nodule,304,521,354,554
output1709.png,1024,1024,nodule,286,603,337,639
output1709.png,1024,1024,nodule,563,446,651,506
output1709.png,1024,1024,nodule,632,536,726,635
output1710.png,1024,1024,nodule,274,408,323,457
output1710.png,1024,1024,nodule,275,495,322,532
output1710.png,1024,1024,nodule,567,338,640,445
output1710.png,1024,1024,nodule,612,490,707,533
output1711.png,1024,1024,nodule,376,421,454,518
output1711.png,1024,1024,nodule,626,394,666,456
output1717.png,1024,1024,nodule,327,377,386,495
output1717.png,1024,1024,nodule,298,563,360,627
output1717.png,1024,1024,nodule,590,396,630,419
output1718.png,1024,1024,nodule,320,425,377,473
output1718.png,1024,1024,nodule,604,380,634,401
output1719.png,1024,1024,nodule,376,471,424,531
output1719.png,1024,1024,nodule,222,613,252,648
output1719.png,1024,1024,nodule,355,614,386,634
output1719.png,1024,1024,nodule,598,430,624,451
output172.png,1024,1024,nodule,380,332,422,386
output172.png,1024,1024,nodule,638,332,658,349
output173.png,1024,1024,nodule,597,378,627,399
output173.png,1024,1024,nodule,735,211,756,228
output1730.png,1024,1024,nodule,393,241,434,369
output1730.png,1024,1024,nodule,614,244,637,288
output1730.png,1024,1024,nodule,742,362,782,387
output1731.png,1024,1024,nodule,373,424,427,463
output1731.png,1024,1024,nodule,320,493,378,522
output1731.png,1024,1024,nodule,804,480,878,575
output1735.png,1024,1024,nodule,365,481,408,520
output1739.png,1024,1024,nodule,300,434,379,536
output1739.png,1024,1024,nodule,632,399,739,499
output1743.png,1024,1024,nodule,301,453,389,599
output1743.png,1024,1024,nodule,635,431,665,510
output175.png,1024,1024,nodule,404,447,463,482
output1762.png,1024,1024,nodule,373,432,452,567
output1766.png,1024,1024,nodule,312,569,389,673
output1766.png,1024,1024,nodule,615,423,659,524
output177.png,1024,1024,nodule,641,419,682,442
output177.png,1024,1024,nodule,326,660,352,678
output1779.png,1024,1024,nodule,313,385,405,565
output1779.png,1024,1024,nodule,358,331,393,359
output1779.png,1024,1024,nodule,317,596,363,628
output1779.png,1024,1024,nodule,548,369,639,455
output1780.png,1024,1024,nodule,363,405,437,480
output1780.png,1024,1024,nodule,312,498,393,554
output1782.png,1024,1024,nodule,290,410,402,592
output1787.png,1024,1024,nodule,386,247,464,420
output179.png,1024,1024,nodule,307,517,330,536
output179.png,1024,1024,nodule,375,573,394,588
output179.png,1024,1024,nodule,352,253,381,285
output179.png,1024,1024,nodule,358,467,387,488
output1798.png,1024,1024,nodule,595,406,665,480
output1798.png,1024,1024,nodule,615,495,676,547
output1798.png,1024,1024,nodule,656,569,715,611
output1798.png,1024,1024,nodule,198,709,226,736
output18.png,1024,1024,nodule,360,418,411,460
output18.png,1024,1024,nodule,338,505,400,541
output18.png,1024,1024,nodule,361,599,407,624
output18.png,1024,1024,nodule,578,414,603,443
output18.png,1024,1024,nodule,700,623,745,654
output180.png,1024,1024,nodule,323,506,351,530
output180.png,1024,1024,nodule,356,528,381,566
output180.png,1024,1024,nodule,278,224,319,244
output180.png,1024,1024,nodule,359,238,381,263
output1812.png,1024,1024,nodule,120,526,149,564
output1814.png,1024,1024,nodule,378,380,436,444
output1814.png,1024,1024,nodule,663,358,713,411
output1814.png,1024,1024,nodule,822,492,867,518
output189.png,1024,1024,nodule,697,294,738,322
output189.png,1024,1024,nodule,334,448,388,505
output191.png,1024,1024,nodule,353,428,457,513
output192.png,1024,1024,nodule,350,421,386,451
output192.png,1024,1024,nodule,324,476,361,524
output1954.png,1024,1024,nodule,303,477,368,527
output1954.png,1024,1024,nodule,289,546,339,616
output1958.png,1024,1024,nodule,349,570,391,673
output1958.png,1024,1024,nodule,640,489,702,613
output1964.png,1024,1024,nodule,345,427,401,477
output1965.png,1024,1024,nodule,395,486,423,517
output1965.png,1024,1024,nodule,820,674,882,718
output198.png,1024,1024,nodule,364,477,426,544
output198.png,1024,1024,nodule,367,566,401,596
output198.png,1024,1024,nodule,660,421,686,452
output1983.png,1024,1024,nodule,638,403,675,452
output1983.png,1024,1024,nodule,331,469,393,508
output1983.png,1024,1024,nodule,326,555,371,596
output1983.png,1024,1024,nodule,225,505,275,529
output1983.png,1024,1024,nodule,400,421,419,455
output1984.png,1024,1024,nodule,659,396,697,432
output1984.png,1024,1024,nodule,352,537,386,583
output1985.png,1024,1024,nodule,338,547,386,585
output1985.png,1024,1024,nodule,332,599,360,656
output1985.png,1024,1024,nodule,615,431,675,525
output1985.png,1024,1024,nodule,689,558,744,611
output1986.png,1024,1024,nodule,385,451,432,490
output1986.png,1024,1024,nodule,620,393,649,421
output1989.png,1024,1024,nodule,374,435,426,503
output1989.png,1024,1024,nodule,381,511,419,543
output1989.png,1024,1024,nodule,283,473,339,493
output1989.png,1024,1024,nodule,650,373,694,405
output1989.png,1024,1024,nodule,678,432,703,460
output1989.png,1024,1024,nodule,395,388,419,410
output199.png,1024,1024,nodule,350,541,389,580
output1991.png,1024,1024,nodule,397,454,446,530
output1992.png,1024,1024,nodule,422,371,487,437
output1995.png,1024,1024,nodule,619,466,652,492
output1995.png,1024,1024,nodule,350,480,394,510
output2.png,1024,1024,nodule,360,575,382,595
output2.png,1024,1024,nodule,368,429,434,524
output2.png,1024,1024,nodule,371,538,395,554
output2.png,1024,1024,nodule,629,450,665,491
output201.png,1024,1024,nodule,350,340,370,360
output201.png,1024,1024,nodule,287,455,377,538
output201.png,1024,1024,nodule,226,537,279,570
output201.png,1024,1024,nodule,600,333,617,351
output2041.png,1024,1024,nodule,324,367,393,412
output2041.png,1024,1024,nodule,330,432,393,492
output2051.png,1024,1024,nodule,383,389,421,418
output2052.png,1024,1024,nodule,339,340,394,412
output2052.png,1024,1024,nodule,360,425,413,447
output2052.png,1024,1024,nodule,371,485,412,507
output2053.png,1024,1024,nodule,573,385,645,453
output2063.png,1024,1024,nodule,326,451,389,512
output2063.png,1024,1024,nodule,261,551,390,682
output2063.png,1024,1024,nodule,618,480,645,500
output2064.png,1024,1024,nodule,307,507,388,566
output2064.png,1024,1024,nodule,289,603,370,680
output2064.png,1024,1024,nodule,610,467,649,567
output2071.png,1024,1024,nodule,326,434,415,515
output2071.png,1024,1024,nodule,591,432,625,455
output2089.png,1024,1024,nodule,748,330,809,445
output2089.png,1024,1024,nodule,761,475,826,579
output2089.png,1024,1024,nodule,821,565,848,626
output2090.png,1024,1024,nodule,389,412,445,477
output2090.png,1024,1024,nodule,349,519,388,547
output2090.png,1024,1024,nodule,657,382,681,404
output2090.png,1024,1024,nodule,240,571,287,595
output2091.png,1024,1024,nodule,637,480,707,559
output2091.png,1024,1024,nodule,306,507,401,691
output2091.png,1024,1024,nodule,229,747,275,781
output210.png,1024,1024,nodule,387,562,434,610
output2102.png,1024,1024,nodule,407,540,456,569
output2102.png,1024,1024,nodule,367,673,424,715
output2103.png,1024,1024,nodule,237,727,317,774
output2103.png,1024,1024,nodule,374,506,424,669
output2103.png,1024,1024,nodule,353,743,439,808
output2103.png,1024,1024,nodule,373,675,415,716
output2103.png,1024,1024,nodule,660,513,697,571
output2113.png,1024,1024,nodule,304,409,455,603
output2113.png,1024,1024,nodule,312,624,361,669
output2113.png,1024,1024,nodule,651,334,705,455
output2115.png,1024,1024,nodule,311,453,376,613
output2117.png,1024,1024,nodule,649,428,704,488
output2117.png,1024,1024,nodule,374,497,432,534
output2119.png,1024,1024,nodule,330,469,412,582
output2119.png,1024,1024,nodule,343,585,398,625
output212.png,1024,1024,nodule,597,267,657,305
output212.png,1024,1024,nodule,380,287,415,308
output212.png,1024,1024,nodule,345,345,367,370
output212.png,1024,1024,nodule,271,616,331,641
output212.png,1024,1024,nodule,347,395,384,426
output212.png,1024,1024,nodule,248,670,265,682
output212.png,1024,1024,nodule,186,656,200,672
output2125.png,1024,1024,nodule,377,447,426,510
output2125.png,1024,1024,nodule,366,554,398,578
output2125.png,1024,1024,nodule,626,318,731,430
output2125.png,1024,1024,nodule,639,482,663,515
output2136.png,1024,1024,nodule,275,458,350,554
output2136.png,1024,1024,nodule,545,407,626,502
